7440,A/S Nørresundby Bank,2000,1.40
7440,A/S Nørresundby Bank,2001,1.36
7440,A/S Nørresundby Bank,2002,1.38
7440,A/S Nørresundby Bank,2003,1.62
7440,A/S Nørresundby Bank,2004,1.59
7440,A/S Nørresundby Bank,2005,1.69
7440,A/S Nørresundby Bank,2006,2.30
7440,A/S Nørresundby Bank,2007,1.84
7440,A/S Nørresundby Bank,2008,1.10
7440,A/S Nørresundby Bank,2009,1.10
7440,A/S Nørresundby Bank,2010,1.21
7440,A/S Nørresundby Bank,2011,1.17
7440,A/S Nørresundby Bank,2012,1.27
7440,A/S Nørresundby Bank,2013,1.37
7440,A/S Nørresundby Bank,2014,1.61
7440,A/S Nørresundby Bank,2015,0
7440,A/S Nørresundby Bank,2016,0
7440,A/S Nørresundby Bank,2017,0
7440,A/S Nørresundby Bank,2018,0
7440,A/S Nørresundby Bank,2019,0
7270,Aarhus Lokalbank Aktieselskab,2000,1.39
7270,Aarhus Lokalbank Aktieselskab,2001,1.35
7270,Aarhus Lokalbank Aktieselskab,2002,1.36
7270,Aarhus Lokalbank Aktieselskab,2003,1.51
7270,Aarhus Lokalbank Aktieselskab,2004,1.61
7270,Aarhus Lokalbank Aktieselskab,2005,2.01
7270,Aarhus Lokalbank Aktieselskab,2006,1.85
7270,Aarhus Lokalbank Aktieselskab,2007,1.64
7270,Aarhus Lokalbank Aktieselskab,2008,0.97
7270,Aarhus Lokalbank Aktieselskab,2009,1.01
7270,Aarhus Lokalbank Aktieselskab,2010,0.38
7270,Aarhus Lokalbank Aktieselskab,2011,0.37
7270,Aarhus Lokalbank Aktieselskab,2012,0
7270,Aarhus Lokalbank Aktieselskab,2013,0
7270,Aarhus Lokalbank Aktieselskab,2014,0
7270,Aarhus Lokalbank Aktieselskab,2015,0
7270,Aarhus Lokalbank Aktieselskab,2016,0
7270,Aarhus Lokalbank Aktieselskab,2017,0
7270,Aarhus Lokalbank Aktieselskab,2018,0
7270,Aarhus Lokalbank Aktieselskab,2019,0
7470,Aars Bank A/S,2000,0.79
7470,Aars Bank A/S,2001,0
7470,Aars Bank A/S,2002,0
7470,Aars Bank A/S,2003,0
7470,Aars Bank A/S,2004,0
7470,Aars Bank A/S,2005,0
7470,Aars Bank A/S,2006,0
7470,Aars Bank A/S,2007,0
7470,Aars Bank A/S,2008,0
7470,Aars Bank A/S,2009,0
7470,Aars Bank A/S,2010,0
7470,Aars Bank A/S,2011,0
7470,Aars Bank A/S,2012,0
7470,Aars Bank A/S,2013,0
7470,Aars Bank A/S,2014,0
7470,Aars Bank A/S,2015,0
7470,Aars Bank A/S,2016,0
7470,Aars Bank A/S,2017,0
7470,Aars Bank A/S,2018,0
7470,Aars Bank A/S,2019,0
9356,Agri-Egens Sparekasse,2000,1.12
9356,Agri-Egens Sparekasse,2001,0.82
9356,Agri-Egens Sparekasse,2002,0.96
9356,Agri-Egens Sparekasse,2003,0.50
9356,Agri-Egens Sparekasse,2004,1.20
9356,Agri-Egens Sparekasse,2005,1.57
9356,Agri-Egens Sparekasse,2006,2.19
9356,Agri-Egens Sparekasse,2007,1.33
9356,Agri-Egens Sparekasse,2008,0.83
9356,Agri-Egens Sparekasse,2009,0.94
9356,Agri-Egens Sparekasse,2010,0
9356,Agri-Egens Sparekasse,2011,0
9356,Agri-Egens Sparekasse,2012,0
9356,Agri-Egens Sparekasse,2013,0
9356,Agri-Egens Sparekasse,2014,0
9356,Agri-Egens Sparekasse,2015,0
9356,Agri-Egens Sparekasse,2016,0
9356,Agri-Egens Sparekasse,2017,0
9356,Agri-Egens Sparekasse,2018,0
9356,Agri-Egens Sparekasse,2019,0
5301,Aktieselskabet Arbejdernes Landsbank,2000,1.25
5301,Aktieselskabet Arbejdernes Landsbank,2001,1.20
5301,Aktieselskabet Arbejdernes Landsbank,2002,1.18
5301,Aktieselskabet Arbejdernes Landsbank,2003,1.45
5301,Aktieselskabet Arbejdernes Landsbank,2004,1.32
5301,Aktieselskabet Arbejdernes Landsbank,2005,1.42
5301,Aktieselskabet Arbejdernes Landsbank,2006,1.52
5301,Aktieselskabet Arbejdernes Landsbank,2007,1.28
5301,Aktieselskabet Arbejdernes Landsbank,2008,0.91
5301,Aktieselskabet Arbejdernes Landsbank,2009,1.08
5301,Aktieselskabet Arbejdernes Landsbank,2010,1.09
5301,Aktieselskabet Arbejdernes Landsbank,2011,1.00
5301,Aktieselskabet Arbejdernes Landsbank,2012,1.40
5301,Aktieselskabet Arbejdernes Landsbank,2013,1.35
5301,Aktieselskabet Arbejdernes Landsbank,2014,1.19
5301,Aktieselskabet Arbejdernes Landsbank,2015,1.24
5301,Aktieselskabet Arbejdernes Landsbank,2016,1.40
5301,Aktieselskabet Arbejdernes Landsbank,2017,1.97
